country_region,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13
Afghanistan,-28.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0,9.0,8.0,8.0,7.0,10.0,8.0,7.0,7.0,-22.0,6.0,3.0,6.0,5.0,3.0,3.0,1.0,1.0,-1.0,-2.0,-7.0,-36.0,-6.0,-3.0,-5.0,-10.0,-10.0,-2.0,-27.0,-33.0,-37.0,-38.0,-37.0,-35.0,-12.0,-34.0,-38.0,-40.0,-39.0,-42.0,-40.0,-16.0,-38.0,-41.0,-41.0,-42.0,-42.0,-39.0,-13.0,-36.0,-40.0,-38.0,-40.0,-38.0,-37.0,-9.0,-33.0,-37.0,-47.0,-35.0,-34.0,-33.0,-8.0,-33.0,-38.0,-35.0,-36.0,-34.0,-32.0,-3.0,-30.0,-34.0,-31.0,-32.0,-30.0
Angola,2.0,-5.0,5.0,5.0,4.0,4.0,5.0,-1.0,-6.0,-63.0,-69.0,2.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,9.0,8.0,3.0,0.0,8.0,8.0,8.0,8.0,8.0,2.0,-4.0,7.0,6.0,5.0,5.0,3.0,-1.0,-10.0,-68.0,-14.0,-22.0,-27.0,-47.0,-22.0,-11.0,-54.0,-55.0,-55.0,-55.0,-53.0,-36.0,-17.0,-52.0,-54.0,-53.0,-53.0,-69.0,-31.0,-18.0,-51.0,-51.0,-52.0,-51.0,-50.0,-35.0,-18.0,-49.0,-49.0,-50.0,-49.0,-47.0,-24.0,-9.0,-33.0,-33.0,-32.0,-31.0,-64.0,-9.0,-4.0,-30.0,-32.0,-31.0,-30.0,-28.0,-5.0,-3.0,-27.0,-28.0,-28.0
Antigua and Barbuda,0.0,3.0,0.0,5.0,2.0,-1.0,-9.0,5.0,-1.0,1.0,2.0,2.0,0.0,3.0,6.0,2.0,2.0,3.0,2.0,2.0,5.0,7.0,1.0,2.0,4.0,5.0,2.0,5.0,1.0,-7.0,-15.0,-15.0,-19.0,-21.0,-20.0,-13.0,-22.0,-26.0,-28.0,-27.0,-31.0,-29.0,-37.0,-48.0,-44.0,-48.0,-53.0,-82.0,-81.0,-73.0,-66.0,-80.0,-79.0,-79.0,-76.0,-91.0,-68.0,-65.0,-86.0,-75.0,-73.0,-73.0,-69.0,-63.0,-59.0,-68.0,-69.0,-66.0,-63.0,-59.0,-54.0,-53.0,-56.0,-56.0,-55.0,-55.0,-52.0,-47.0,-50.0,-82.0,-51.0,-49.0,-51.0,-48.0,-45.0,-44.0,-47.0,-46.0,-46.0
Argentina,-23.0,-83.0,277.0,276.0,336.0,273.0,288.0,-22.0,-62.0,-1200.0,-1086.0,367.0,371.0,384.0,83.0,-23.0,545.0,541.0,577.0,584.0,597.0,108.0,24.0,475.0,595.0,578.0,575.0,562.0,24.0,-159.0,25.0,-231.0,-457.0,-618.0,-1359.0,-1322.0,-1329.0,-1845.0,-1853.0,-1564.0,-1564.0,-1519.0,-1350.0,-1311.0,-1548.0,-1753.0,-1443.0,-1471.0,-1373.0,-1193.0,-1168.0,-1321.0,-1309.0,-1282.0,-1433.0,-1791.0,-1148.0,-1093.0,-1180.0,-1169.0,-1145.0,-1152.0,-1117.0,-986.0,-1082.0,-1049.0,-1067.0,-1036.0,-1036.0,-999.0,-899.0,-1052.0,-972.0,-963.0,-901.0,-891.0,-1683.0,-822.0,-923.0,-819.0,-831.0,-775.0,-767.0,-709.0,-587.0,-726.0,-651.0,-654.0,-624.0
Aruba,-2.0,-1.0,-20.0,-13.0,-14.0,-13.0,-15.0,-6.0,-8.0,-62.0,-1.0,0.0,1.0,6.0,4.0,4.0,1.0,1.0,1.0,2.0,6.0,2.0,-2.0,1.0,1.0,1.0,1.0,3.0,-3.0,-5.0,-21.0,-29.0,-74.0,-40.0,-41.0,-40.0,-46.0,-48.0,-51.0,-53.0,-55.0,-52.0,-51.0,-72.0,-71.0,-70.0,-69.0,-69.0,-66.0,-64.0,-64.0,-66.0,-67.0,-66.0,-66.0,-91.0,-64.0,-75.0,-89.0,-64.0,-64.0,-63.0,-61.0,-58.0,-60.0,-60.0,-61.0,-59.0,-60.0,-57.0,-55.0,-57.0,-84.0,-56.0,-56.0,-55.0,-81.0,-51.0,-50.0,-49.0,-47.0,-47.0,-46.0,-43.0,-44.0,-41.0,-44.0,-43.0,-43.0
Australia,22.0,-2.0,167.0,136.0,131.0,131.0,155.0,29.0,-4.0,169.0,146.0,133.0,134.0,163.0,39.0,2.0,92.0,145.0,143.0,131.0,153.0,17.0,-5.0,-206.0,133.0,140.0,131.0,152.0,30.0,2.0,142.0,82.0,56.0,40.0,45.0,-31.0,-85.0,-1.0,-113.0,-146.0,-188.0,-182.0,-227.0,-271.0,-231.0,-278.0,-287.0,-302.0,-278.0,-281.0,-301.0,-283.0,-312.0,-306.0,-319.0,-723.0,-343.0,-352.0,-688.0,-353.0,-336.0,-336.0,-317.0,-255.0,-284.0,-279.0,-294.0,-293.0,-295.0,-276.0,-370.0,-271.0,-335.0,-255.0,-258.0,-261.0,-237.0,-232.0,-241.0,-349.0,-225.0,-226.0,-227.0,-203.0,-198.0,-198.0,-185.0,-199.0,-195.0
Austria,-8.0,7.0,-28.0,-26.0,-32.0,-36.0,-35.0,23.0,25.0,14.0,-7.0,-3.0,15.0,9.0,4.0,16.0,25.0,18.0,16.0,15.0,12.0,-1.0,11.0,8.0,6.0,-7.0,-26.0,-52.0,-95.0,-184.0,-426.0,-538.0,-565.0,-588.0,-587.0,-538.0,-546.0,-592.0,-604.0,-605.0,-610.0,-597.0,-495.0,-517.0,-576.0,-580.0,-578.0,-582.0,-585.0,-480.0,-469.0,-569.0,-573.0,-569.0,-582.0,-625.0,-455.0,-455.0,-878.0,-520.0,-505.0,-504.0,-507.0,-365.0,-423.0,-470.0,-469.0,-467.0,-472.0,-483.0,-340.0,-346.0,-439.0,-438.0,-448.0,-439.0,-819.0,-257.0,-310.0,-364.0,-375.0,-364.0,-371.0,-384.0,-208.0,-188.0,-347.0,-343.0,-339.0
Bahrain,3.0,7.0,5.0,5.0,5.0,5.0,3.0,3.0,7.0,5.0,4.0,-3.0,-4.0,1.0,3.0,-2.0,-3.0,-4.0,-3.0,-4.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,-2.0,-1.0,0.0,-2.0,-3.0,-7.0,-10.0,-18.0,-12.0,-11.0,-16.0,-19.0,-20.0,-24.0,-36.0,-26.0,-25.0,-26.0,-26.0,-26.0,-26.0,-33.0,-22.0,-24.0,-26.0,-26.0,-26.0,-26.0,-29.0,-20.0,-22.0,-23.0,-24.0,-24.0,-23.0,-25.0,-17.0,-20.0,-22.0,-22.0,-22.0,-23.0,-31.0,-21.0,-24.0,-25.0,-26.0,-27.0,-27.0,-30.0,-38.0,-41.0,-25.0,-25.0,-26.0,-24.0,-21.0,-16.0,-20.0,-22.0,-23.0,-24.0
Bangladesh,8.0,8.0,5.0,5.0,5.0,7.0,0.0,8.0,11.0,7.0,6.0,7.0,8.0,6.0,11.0,12.0,8.0,7.0,8.0,11.0,-4.0,13.0,13.0,6.0,8.0,9.0,11.0,7.0,11.0,13.0,9.0,-33.0,0.0,1.0,4.0,0.0,-5.0,-14.0,-20.0,-36.0,-66.0,-38.0,-54.0,-60.0,-61.0,-60.0,-59.0,-59.0,-35.0,-51.0,-54.0,-60.0,-63.0,-63.0,-63.0,-43.0,-58.0,-61.0,-63.0,-66.0,-62.0,-59.0,-38.0,-55.0,-59.0,-61.0,-61.0,-60.0,-58.0,-35.0,-54.0,-56.0,-56.0,-55.0,-53.0,-50.0,-33.0,-42.0,-47.0,-49.0,-48.0,-52.0,-43.0,-21.0,-34.0,-37.0,-40.0,-40.0,-40.0
Barbados,-1.0,6.0,7.0,20.0,-1.0,7.0,15.0,5.0,9.0,11.0,25.0,13.0,10.0,13.0,6.0,10.0,20.0,34.0,21.0,7.0,19.0,-5.0,11.0,23.0,36.0,8.0,3.0,16.0,4.0,4.0,7.0,13.0,-81.0,-124.0,-121.0,-49.0,-78.0,-206.0,-232.0,-299.0,-310.0,-260.0,-190.0,-263.0,-632.0,-643.0,-663.0,-685.0,-711.0,-566.0,-378.0,-834.0,-658.0,-793.0,-790.0,-632.0,-527.0,-352.0,-715.0,-758.0,-724.0,-731.0,-699.0,-419.0,-307.0,-701.0,-698.0,-699.0,-719.0,-697.0,-415.0,-294.0,-682.0,-780.0,-679.0,-672.0,-867.0,-391.0,-281.0,-545.0,-542.0,-492.0,-567.0,-536.0,-324.0,-190.0,-510.0,-516.0,-516.0
Belarus,4.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,2.0,4.0,5.0,7.0,7.0,7.0,5.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,-1.0,1.0,-2.0,-2.0,-3.0,-4.0,-5.0,-4.0,3.0,-14.0,-14.0,-17.0,-19.0,-20.0,43.0,-9.0,-22.0,-23.0,-24.0,-25.0,-26.0,-22.0,-12.0,-25.0,-25.0,-26.0,-26.0,-27.0,-25.0,-25.0,-22.0,-20.0,-19.0,-20.0,-20.0,4.0,-9.0,-70.0,-77.0,-23.0,-25.0,-66.0,-30.0,-6.0,-18.0,-19.0,-19.0,-19.0,-20.0,-32.0,-4.0,-17.0,-19.0,-17.0
Belgium,5.0,-13.0,13.0,18.0,17.0,10.0,7.0,-6.0,-17.0,-95.0,-88.0,-80.0,-89.0,-89.0,-16.0,-5.0,10.0,14.0,14.0,8.0,5.0,6.0,-7.0,4.0,1.0,1.0,-7.0,-34.0,-111.0,-120.0,-153.0,-187.0,-217.0,-254.0,-257.0,-211.0,-200.0,-269.0,-272.0,-269.0,-274.0,-270.0,-214.0,-216.0,-272.0,-273.0,-267.0,-274.0,-269.0,-209.0,-194.0,-271.0,-272.0,-266.0,-272.0,-271.0,-196.0,-188.0,-353.0,-272.0,-263.0,-267.0,-262.0,-188.0,-174.0,-251.0,-250.0,-242.0,-249.0,-245.0,-165.0,-154.0,-243.0,-243.0,-235.0,-239.0,-334.0,-159.0,-142.0,-224.0,-223.0,-214.0,-219.0,-215.0,-123.0,-82.0,-204.0,-200.0,-195.0
Belize,4.0,1.0,0.0,0.0,3.0,-12.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,5.0,0.0,2.0,2.0,4.0,2.0,-1.0,-1.0,-4.0,-62.0,3.0,4.0,1.0,3.0,4.0,-1.0,1.0,-1.0,0.0,-4.0,-3.0,-7.0,-17.0,-30.0,-43.0,-45.0,-49.0,-46.0,-42.0,-42.0,-50.0,-50.0,-53.0,-64.0,-62.0,-57.0,-57.0,-66.0,-69.0,-69.0,-70.0,-87.0,-68.0,-71.0,-84.0,-71.0,-69.0,-70.0,-68.0,-58.0,-72.0,-66.0,-67.0,-67.0,-67.0,-64.0,-54.0,-50.0,-57.0,-58.0,-57.0,-57.0,-75.0,-43.0,-44.0,-46.0,-47.0,-45.0,-47.0,-44.0,-34.0,-29.0,-42.0,-43.0,-42.0
Benin,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,-1.0,-3.0,-3.0,-3.0,-4.0,-3.0,-2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,-1.0,-6.0,-2.0,-3.0,-4.0,0.0,2.0,-17.0,-16.0,-14.0,-14.0,-13.0,-6.0,1.0,-15.0,-17.0,-15.0,-17.0,-16.0,-4.0,-1.0,-50.0,-15.0,-15.0,-16.0,-14.0,-1.0,0.0,-15.0,-15.0,-15.0,-14.0,-13.0,0.0,-1.0,-14.0,-15.0,-14.0,-13.0,-41.0,-1.0,0.0,-13.0,-12.0,-10.0,-10.0,-9.0,4.0,2.0,-7.0,-7.0,-7.0
Bolivia,8.0,4.0,17.0,17.0,20.0,17.0,13.0,-4.0,-4.0,-62.0,-68.0,4.0,15.0,16.0,8.0,0.0,17.0,18.0,22.0,21.0,20.0,9.0,2.0,19.0,19.0,22.0,18.0,-1.0,-1.0,-4.0,-13.0,-14.0,-19.0,-24.0,-28.0,-24.0,-56.0,-77.0,-78.0,-78.0,-81.0,-80.0,-84.0,-72.0,-79.0,-79.0,-78.0,-78.0,-76.0,-83.0,-71.0,-76.0,-77.0,-75.0,-75.0,-87.0,-71.0,-70.0,-75.0,-77.0,-76.0,-75.0,-74.0,-81.0,-69.0,-73.0,-75.0,-73.0,-73.0,-72.0,-80.0,-68.0,-71.0,-72.0,-71.0,-70.0,-83.0,-65.0,-63.0,-68.0,-70.0,-69.0,-68.0,-67.0,-76.0,-61.0,-63.0,-65.0,-62.0
Bosnia and Herzegovina,1.0,-1.0,12.0,11.0,9.0,7.0,13.0,0.0,-1.0,14.0,12.0,8.0,7.0,12.0,2.0,-3.0,-28.0,12.0,9.0,9.0,14.0,3.0,7.0,13.0,12.0,5.0,-4.0,-5.0,-8.0,-10.0,-13.0,-24.0,-34.0,-39.0,-39.0,-45.0,-52.0,-48.0,-53.0,-55.0,-55.0,-52.0,-51.0,-50.0,-50.0,-52.0,-53.0,-52.0,-49.0,-48.0,-49.0,-47.0,-48.0,-49.0,-50.0,-48.0,-47.0,-45.0,-50.0,-48.0,-47.0,-46.0,-54.0,-46.0,-52.0,-51.0,-44.0,-44.0,-44.0,-41.0,-38.0,-40.0,-38.0,-38.0,-40.0,-39.0,-79.0,-53.0,-42.0,-31.0,-33.0,-39.0,-34.0,-29.0,-28.0,-24.0,-24.0,-26.0,-24.0
Botswana,7.0,5.0,8.0,8.0,9.0,9.0,10.0,10.0,7.0,4.0,6.0,6.0,4.0,3.0,1.0,4.0,3.0,9.0,8.0,9.0,10.0,8.0,11.0,9.0,7.0,6.0,7.0,7.0,6.0,4.0,3.0,3.0,3.0,5.0,9.0,6.0,2.0,-4.0,-7.0,-8.0,-9.0,-6.0,-1.0,-3.0,-16.0,-19.0,-24.0,-31.0,-68.0,-48.0,-36.0,-67.0,-69.0,-70.0,-70.0,-81.0,-52.0,-37.0,-83.0,-67.0,-67.0,-64.0,-63.0,-42.0,-32.0,-65.0,-65.0,-65.0,-64.0,-60.0,-39.0,-27.0,-63.0,-64.0,-62.0,-59.0,-76.0,-36.0,-23.0,-59.0,-60.0,-60.0,-56.0,-51.0,-27.0,-17.0,-49.0,-50.0,-48.0
Brazil,146.0,-2.0,473.0,435.0,410.0,399.0,383.0,-104.0,-106.0,-1262.0,-1674.0,-636.0,309.0,408.0,139.0,-16.0,509.0,460.0,471.0,488.0,501.0,177.0,94.0,542.0,507.0,484.0,460.0,514.0,158.0,15.0,388.0,114.0,-146.0,-474.0,-545.0,-792.0,-905.0,-1188.0,-1377.0,-1405.0,-1360.0,-1269.0,-1065.0,-837.0,-1146.0,-1159.0,-1145.0,-1141.0,-1067.0,-879.0,-746.0,-998.0,-1021.0,-1039.0,-1112.0,-1949.0,-948.0,-655.0,-938.0,-993.0,-990.0,-986.0,-918.0,-717.0,-636.0,-1035.0,-1754.0,-888.0,-925.0,-834.0,-645.0,-575.0,-797.0,-850.0,-845.0,-826.0,-1758.0,-698.0,-536.0,-756.0,-817.0,-819.0,-825.0,-733.0,-531.0,-112.0,-775.0,-831.0,-852.0
Bulgaria,-29.0,133.0,110.0,116.0,93.0,60.0,82.0,0.0,149.0,89.0,112.0,117.0,79.0,78.0,103.0,268.0,-183.0,-1579.0,19.0,-43.0,-307.0,155.0,206.0,-452.0,-472.0,-417.0,-206.0,-286.0,-442.0,-724.0,-890.0,-1044.0,-1103.0,-1122.0,-1127.0,-851.0,-842.0,-1265.0,-1351.0,-1287.0,-1279.0,-1215.0,-876.0,-742.0,-1134.0,-1187.0,-1221.0,-1236.0,-1146.0,-959.0,-907.0,-1147.0,-1138.0,-1102.0,-1103.0,-1079.0,-732.0,-600.0,-1077.0,-1089.0,-1104.0,-1084.0,-1968.0,-1131.0,-865.0,-2135.0,-1099.0,-1018.0,-1009.0,-982.0,-533.0,-498.0,-944.0,-933.0,-915.0,-919.0,-1767.0,-717.0,-572.0,-962.0,-894.0,-1872.0,-882.0,-798.0,-244.0,-37.0,-702.0,-705.0,-674.0
Burkina Faso,6.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,5.0,5.0,3.0,5.0,4.0,2.0,-41.0,6.0,5.0,4.0,6.0,7.0,4.0,-7.0,-8.0,-10.0,-10.0,-10.0,-8.0,-2.0,-14.0,-19.0,-20.0,-22.0,-23.0,-14.0,-3.0,-23.0,-23.0,-24.0,-23.0,-21.0,-11.0,-3.0,-20.0,-21.0,-23.0,-22.0,-19.0,-9.0,-5.0,-47.0,-17.0,-20.0,-18.0,-16.0,-6.0,3.0,-15.0,-14.0,-14.0,-12.0,-11.0,0.0,10.0,-10.0,-11.0,-11.0,-10.0,-38.0,2.0,12.0,-8.0,-9.0,-8.0,-7.0,-5.0,6.0,15.0,-5.0,-5.0,-5.0
Cambodia,5.0,3.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,3.0,2.0,0.0,-20.0,4.0,5.0,4.0,5.0,3.0,2.0,-3.0,-11.0,-13.0,-14.0,-15.0,-14.0,-9.0,-18.0,-20.0,-21.0,-21.0,-22.0,-20.0,-15.0,-23.0,-24.0,-27.0,-27.0,-27.0,-28.0,-20.0,-27.0,-28.0,-28.0,-29.0,-30.0,-31.0,-24.0,-36.0,-37.0,-37.0,-36.0,-34.0,-33.0,-22.0,-27.0,-27.0,-27.0,-26.0,-26.0,-25.0,-17.0,-23.0,-24.0,-24.0,-23.0,-48.0,-29.0,-13.0,-22.0,-22.0,-44.0,-20.0,-20.0,-21.0,-12.0,-36.0,-20.0,-21.0
Cameroon,2.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,-3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,3.0,4.0,10.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,-6.0,-8.0,-10.0,-4.0,-5.0,-10.0,-15.0,-14.0,-14.0,-13.0,-6.0,-3.0,-15.0,-17.0,-18.0,-20.0,-17.0,-8.0,-2.0,-19.0,-20.0,-21.0,-21.0,-37.0,-11.0,-3.0,-18.0,-18.0,-19.0,-20.0,-17.0,-8.0,-4.0,-18.0,-19.0,-18.0,-19.0,-17.0,-8.0,-4.0,-17.0,-17.0,-16.0,-19.0,-40.0,-8.0,-2.0,-15.0,-15.0,-15.0,-15.0,-13.0,-3.0,2.0,-13.0,-13.0,-13.0
Canada,-17.0,35.0,-602.0,-28.0,-31.0,-16.0,-34.0,40.0,84.0,25.0,32.0,24.0,-23.0,18.0,58.0,65.0,-24.0,6.0,-5.0,-10.0,38.0,30.0,64.0,6.0,18.0,29.0,25.0,-19.0,-26.0,-16.0,-274.0,-379.0,-465.0,-526.0,-544.0,-407.0,-372.0,-664.0,-714.0,-743.0,-747.0,-731.0,-565.0,-496.0,-755.0,-760.0,-766.0,-774.0,-741.0,-567.0,-515.0,-748.0,-755.0,-757.0,-761.0,-1093.0,-591.0,-589.0,-902.0,-747.0,-743.0,-736.0,-715.0,-500.0,-441.0,-709.0,-713.0,-708.0,-705.0,-682.0,-484.0,-411.0,-688.0,-695.0,-691.0,-692.0,-652.0,-447.0,-353.0,-657.0,-662.0,-656.0,-650.0,-619.0,-401.0,-281.0,-628.0,-626.0,-621.0
Cape Verde,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,-8.0,1.0,-12.0,-25.0,-56.0,-2.0,0.0,3.0,-3.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,0.0,-6.0,6.0,2.0,2.0,0.0,-6.0,-18.0,-28.0,-28.0,-33.0,-35.0,-38.0,-49.0,-45.0,-40.0,-55.0,-60.0,-60.0,-61.0,-60.0,-51.0,-34.0,-60.0,-63.0,-62.0,-64.0,-74.0,-53.0,-38.0,-61.0,-62.0,-62.0,-63.0,-62.0,-54.0,-40.0,-60.0,-63.0,-63.0,-63.0,-63.0,-54.0,-40.0,-57.0,-58.0,-60.0,-56.0,-73.0,-47.0,-36.0,-50.0,-52.0,-50.0,-52.0,-50.0,-45.0,-32.0,-49.0,-51.0,-52.0
Chile,-52.0,-25.0,-116.0,-106.0,-103.0,-109.0,-115.0,-49.0,-47.0,-36.0,-16.0,1.0,19.0,40.0,9.0,15.0,196.0,211.0,234.0,270.0,281.0,45.0,14.0,299.0,307.0,301.0,295.0,299.0,51.0,-13.0,57.0,-129.0,-248.0,-407.0,-466.0,-535.0,-608.0,-635.0,-697.0,-701.0,-707.0,-711.0,-643.0,-654.0,-705.0,-723.0,-726.0,-766.0,-741.0,-667.0,-676.0,-730.0,-751.0,-751.0,-756.0,-1249.0,-909.0,-677.0,-729.0,-734.0,-728.0,-732.0,-730.0,-627.0,-633.0,-698.0,-712.0,-704.0,-709.0,-685.0,-587.0,-588.0,-642.0,-659.0,-638.0,-622.0,-1244.0,-593.0,-536.0,-575.0,-588.0,-603.0,-600.0,-570.0,-477.0,-369.0,-578.0,-586.0,-581.0
